Property_ID,Habitability_score
0x99fd,67.8798
0x968c,71.971725
0xa5fd,38.638237
0x9c1b,81.2482
0x68e1,77.018166
0x6fb,69.47604
0x3576,74.12699
0x7d82,88.18599
0x952b,81.14314
0xa323,71.243454
0x4cce,76.93392
0xb69f,73.64508
0x35a8,88.73729
0x812f,81.235664
0x68ba,80.69971
0x5438,71.81476
0x1dde,68.96298
0xc677,92.21765
0x5383,75.9915
0x5dd8,74.990036
0x6f6d,82.75964
0xb7ae,81.04076
0x778d,84.62041
0x723,47.93049
0x9122,25.333687
0x9034,84.64005
0xb50c,74.38707
0x58fa,29.223154
0x4793,40.286846
0x4c9b,73.74663
0x98a6,92.49003
0x24ad,35.782173
0x6e70,65.03705
0x900d,88.540985
0xb4b3,86.345726
0x4c01,37.958454
0x6925,41.242264
0x90f5,80.831726
0x2116,86.83287
0x11d8,86.19585
0xb38,73.622375
0x1757,76.64527
0xa115,81.153946
0x8844,70.24855
0xb6b9,72.93089
0x7a8,81.795456
0x4499,84.78047
0xf86,78.98376
0x59c9,75.807434
0x7b3d,83.91234
0x987d,83.69419
0x701e,32.08115
0x777d,80.38168
0x6e63,69.87992
0x68e2,67.2439
0xc0c5,89.42667
0x9e70,66.0812
0x5d5e,62.459587
0x7efa,74.28727
0x96be,73.270905
0x7c79,25.337667
0x936c,75.1203
0x4331,82.06649
0x56ef,73.39209
0x7b29,69.32709
0x9cc2,71.42029
0x3c0e,79.36542
0x281e,80.820305
0x9bdf,64.080414
0x2573,66.19389
0x851c,39.308
0xaf64,88.10669
0x25f9,79.39515
0xb1b4,82.853325
0x4a20,75.89367
0xc86e,77.49514
0x1837,68.30783
0x1317,41.272
0x813b,69.58017
0x8143,72.49661
0x55ea,75.542015
0x5582,82.596725
0x231f,81.57986
0x4838,73.23758
0xab8d,78.72886
0x15fc,67.85079
0x9c06,80.29442
0x568e,72.03429
0x456c,80.66234
0x563b,69.26047
0xa60,72.00065
0xb451,75.49572
0x9a4,72.4849
0x8995,80.47693
0x507b,74.4106
0x1335,71.89206
0x8724,68.72347
0x695e,72.00655
0x6a03,80.83263
0x1793,72.67447
0x5359,73.94071
0x9d21,85.7316
0x2a9f,69.56226
0x31ff,82.44865
0x5a0e,87.489334
0x3826,57.837967
0x50b5,69.07365
0x6d43,83.358376
0xf85,74.69749
0x93d9,82.7188
0xa1e5,80.2322
0x2699,78.1835
0xfbe,37.951733
0x63f4,75.37225
0xbdfc,69.93978
0xbef,72.511314
0x7b0c,80.139244
0xbe37,62.33703
0x4b51,73.699356
0xb50,76.634766
0x52df,79.9521
0xf6f,80.46421
0x2e1b,79.71892
0xebc,73.41004
0x52f7,64.13506
0x72ea,83.95345
0x5915,73.19023
0xc61f,92.01112
0x75e,74.24226
0x5c7d,83.126335
0x91dc,74.67773
0x1b85,84.154175
0x1498,73.757965
0x83af,73.61736
0x7d6b,75.254684
0x8cac,79.65003
0x1f7f,91.31938
0x20e0,82.28819
0x1057,76.92933
0x67f7,75.29565
0x3db7,74.35676
0x30ae,71.882545
0x89b8,70.37239
0x3a81,83.057495
0x154e,70.249084
0x2576,76.18973
0x2029,55.183147
0x9319,84.83692
0x1b8f,58.326984
0xac70,40.96306
0x3587,82.456535
0x99ab,67.80347
0x7664,77.27521
0x1fdc,73.59929
0x93db,91.95219
0x9546,66.685616
0x619f,82.29593
0x220d,79.058174
0xb9f5,89.33003
0x42df,68.69789
0xc3da,70.55314
0x7880,71.2747
0x6704,81.99681
0x84cf,78.01634
0x64dc,76.98109
0x1580,76.15949
0x2569,72.16782
0x9fd6,83.323746
0x5375,72.527985
0x2d44,77.76251
0x204e,77.642685
0xa582,37.86812
0x5b43,63.204502
0x23ec,82.03445
0x3381,77.630775
0x12e8,69.72312
0xaea7,87.57844
0x3b25,79.294365
0x8f5a,78.381096
0x4a4d,66.37271
0x8ace,70.73544
0x9faf,33.440437
0x7417,85.88643
0x4ace,73.915665
0x2d8d,80.272644
0x7f07,78.28037
0x9b12,83.77458
0x1954,82.95027
0x7df4,80.38562
0x7ce0,39.61981
0x9bc8,44.03572
0x93b7,79.52789
0x5ef4,73.45884
0x2af8,80.84929
0x1511,54.76642
0xae68,74.84209
0x1e61,86.43948
0xbbea,80.881424
0x99da,60.769405
0x9728,79.160095
0x9a7a,68.22617
0x4016,74.54338
0x43f3,77.66377
0x3e1e,75.18035
0x1f01,74.20521
0x2851,76.66878
0x6237,73.78582
0x7f10,77.55713
0x41c1,81.54503
0xa98c,83.85759
0x261f,76.70472
0xc1c4,82.027336
0x7a4e,85.13513
0xaf27,78.003876
0x17f2,31.297953
0xabd6,71.9596
0xa56f,84.53659
0x3f1a,73.12573
0x3832,76.14767
0x1e9f,58.65277
0x7d9e,72.91872
0xaa49,72.20157
0xad58,74.55469
0xba58,70.23496
0x4883,39.580757
0x2d70,69.543594
0x5033,81.87013
0x14d7,74.182365
0x69fd,34.845085
0xc1a5,74.23494
0x4c62,77.947845
0x8b0c,82.271835
0x65ac,82.81643
0x2488,84.70895
0x1c17,39.272587
0x9341,70.985306
0xbe15,76.67867
0x862a,67.11643
0x2d3d,77.24985
0x2cae,63.82501
0x6295,75.86427
0x6ec5,76.9884
0x4fd5,73.60275
0x95b9,80.17025
0x29b8,72.03778
0x803e,76.74754
0x6e9c,80.36522
0x2fda,72.69962
0x4c40,74.4693
0x9fcb,71.52423
0x989c,74.8103
0xbee1,77.07201
0x7f98,78.02247
0x5b2a,72.53801
0x10a4,85.17091
0x29b7,78.25225
0x36c8,87.03188
0x21d7,62.749546
0x5604,78.32147
0x13c7,85.80681
0x83ce,88.4861
0x43e8,72.53574
0x83f1,50.578712
0x4bfa,73.68965
0xb2d6,58.675552
0xad9d,67.52254
0x4710,82.6364
0x1b16,84.138
0x84c9,74.66811
0x4d79,74.14888
0x6980,89.3219
0x2444,80.48171
0x151c,69.20219
0x171f,70.876625
0x1303,78.86127
0x8c70,64.798065
0xab7b,79.3132
0x8725,77.05073
0x90fe,81.82332
0x777f,84.38341
0x59bb,79.455635
0x8ccb,72.862335
0x1514,82.92067
0xa2c6,67.2034
0xbb53,69.37196
0x31b6,66.9638
0x8684,82.47718
0x103f,73.4264
0x31a9,75.19002
0x887b,88.23182
0x1943,39.25635
0xa483,83.49355
0xb81d,74.23355
0x752d,79.61083
0x479a,79.139824
0xbe57,42.343502
0x2a79,80.51621
0x6ca8,40.303585
0x7a12,63.457657
0x2011,82.508224
0x669,72.30539
0x6f04,69.96244
0xacf2,81.25821
0xb9c5,75.27287
0x58ea,84.60461
0xac1a,82.3625
0x8520,79.85053
0x289e,61.619217
0xb5ad,73.8553
0x7780,90.59697
0x7cbd,69.22704
0x29a9,40.5894
0x7451,74.97347
0x29ae,78.209595
0xce9,65.47762
0x4322,76.89427
0x88a0,88.57645
0x23c7,73.48668
0x9224,78.762924
0x8ce4,67.94507
0x5a5f,35.92598
0x8913,81.324554
0xc172,76.47439
0x1183,73.70006
0x316d,24.497723
0x1db6,82.30664
0x7b05,71.69845
0x24fa,61.272736
0x61b,74.670265
0x7e7b,73.76175
0x89dc,80.39636
0x40bb,87.776505
0xa694,59.165997
0x6cd6,73.822495
0x787c,28.75075
0x36af,73.81088
0xc1fc,29.416655
0xab06,79.68133
0x6294,83.33053
0x9928,84.88301
0x7203,71.18034
0x82a6,75.53702
0x64a0,81.40983
0x17b0,54.86924
0x7f61,79.75772
0x6ccb,81.71256
0xc55d,80.265144
0x1093,69.57859
0x67cd,74.067894
0x889e,72.89934
0xb7da,82.26329
0x8a07,82.13457
0x9611,73.04968
0x97b0,78.94541
0x2a66,79.678276
0xc12e,76.93295
0x4129,88.859085
0x653f,33.195763
0xa05,54.875603
0x1f8a,81.10275
0x2bbf,82.46569
0xd84,72.633415
0x9ab0,80.63858
0x9e3,88.17619
0x3e4f,68.42284
0x4fef,77.351776
0x565c,61.051876
0xa8f5,73.84974
0x5b59,72.31141
0x5ca3,79.39404
0x63e8,70.8675
0x7866,75.839035
0x935d,74.14341
0x4c85,75.34368
0x4f7e,76.97751
0xa528,78.32355
0x1a31,68.83314
0x9627,83.55891
0x21f1,79.62376
0xb002,29.279724
0x5395,64.434296
0x5957,78.74432
0xa8b7,68.42129
0x9aa2,28.455172
0x7a2e,82.92208
0x4c8f,82.33145
0x7e94,78.03442
0x68d,82.66435
0x4eee,83.807144
0x8b65,71.97244
0x83a0,73.56543
0x212b,67.23624
0xabaf,83.56171
0xb3c6,85.59821
0x6cb,59.355644
0x1040,67.615746
0x9050,64.94081
0x305e,89.44385
0x256c,82.427
0x2135,75.66202
0x528a,74.701744
0xbd2d,93.12221
0x5036,77.94521
0xb34b,70.47765
0x61d,74.30968
0x5d9e,77.07963
0xc493,77.25331
0xa86e,74.35144
0xbdb7,67.285965
0x9155,49.845406
0x66c,71.61473
0x17a1,72.5295
0xa671,73.0402
0x53ad,76.09747
0xbf82,75.36316
0x2cf9,80.37291
0xbaa0,75.592026
0x604b,76.50084
0x7f46,81.318306
0x7d5b,83.516266
0x12ab,79.083145
0x97bb,84.78352
0x9671,74.04914
0x2ebe,89.46029
0xa3df,77.83725
0x3aa4,67.640594
0x6d0c,80.15822
0xb0b4,73.72577
0x2f85,73.07988
0x82ad,81.81193
0x7836,74.69319
0xb7cd,74.99314
0xb37b,83.29356
0x18aa,76.56698
0x1a45,80.677605
0x34c4,66.31673
0x7a9,84.783
0x31fb,74.8583
0x42cc,80.15383
0x1616,48.805965
0x597f,79.8226
0x8784,74.70945
0xac74,90.02222
0x4e48,82.988464
0x27cc,78.16418
0x9ad0,70.54757
0x3353,84.532104
0xd05,71.11243
0x2db0,83.185715
0x4c35,69.58637
0x92db,83.31496
0x8e03,73.34924
0x8a29,41.441467
0x49d5,76.194084
0xb178,83.177925
0x3ae3,78.904205
0xb546,80.740845
0x324e,24.20417
0x7c7a,86.8504
0x3494,74.5622
0x2549,76.73418
0x68cd,74.35851
0x6cc9,76.27652
0x6e57,69.05505
0x4ae8,81.000404
0x9a1b,78.583115
0x9cc,74.78133
0x1025,80.63305
0x22cb,71.673706
0x4dca,83.30708
0xb6f3,77.59621
0x8d7a,79.67248
0x97c1,38.689484
0x2683,41.267895
0x1753,89.83388
0x9619,73.058235
0x509b,79.09074
0x659e,88.81792
0x5032,73.86009
0x1993,84.35142
0x3dcf,76.644745
0x97f5,76.74635
0x2acf,72.577194
0x4f0e,73.28338
0x6ea9,81.4635
0x2799,84.28316
0x2cfa,73.071075
0x5353,82.99347
0x6e4e,70.36737
0xbc21,67.50023
0xc814,70.263916
0xc318,84.38993
0x1f49,73.70426
0x9e10,71.11954
0x306b,90.35095
0x80a1,80.99062
0x6ce8,82.509964
0x29a4,82.18646
0x6995,83.30205
0x4acf,78.62475
0x1f14,83.68191
0x296f,81.65206
0x2c91,70.36632
0xa866,80.90598
0x2284,74.112946
0x4ad9,90.79338
0x3def,71.633835
0x72df,73.18606
0x8e6b,72.97925
0x8c6c,81.31082
0x63b7,39.24327
0x734a,85.24329
0x79fd,30.209324
0x25c9,76.118095
0x4938,73.231346
0xa8d3,53.61615
0xc77c,37.18499
0xbd58,83.84506
0x737a,71.86507
0x6a4a,70.8943
0x4c51,78.311516
0x38fa,84.75876
0xa842,82.45294
0xfa5,78.15144
0x8e1c,73.56708
0x63aa,84.34062
0x9602,79.85592
0x81dd,83.39177
0x474b,66.70751
0xac5,70.70795
0x57e0,82.52229
0x7231,82.58471
0x2123,69.86276
0x7d6c,84.24799
0x8cd1,84.17316
0xb042,77.20381
0xae3a,85.56984
0x806c,65.33832
0x2902,83.26467
0xcea,75.11495
0xb997,84.272804
0xff8,79.507675
0x20a5,34.102856
0xa8d,83.03256
0x3b0f,75.74733
0xcb4,64.854126
0xa55e,69.95367
0x2e64,79.85018
0x4646,73.0507
0x8eaa,39.0503
0x996e,77.68245
0xafda,70.89434
0x14b4,73.51573
0xa18e,77.636154
0x1fd6,75.49654
0x4241,84.23872
0x4996,77.96702
0xe50,73.22936
0x6f03,81.0295
0x9a3b,74.71549
0xc0ca,40.09899
0x5c9d,80.33707
0xa252,74.07219
0xab21,74.569664
0x8cef,83.42284
0x4a15,78.40464
0x5955,71.34891
0x6742,83.84503
0x36ef,78.58447
0x9959,66.24153
0x9beb,80.962555
0x4488,82.419464
0x1f33,70.13234
0x2c50,74.544846
0x9fda,83.787575
0xbd0d,83.82461
0xa223,74.10397
0x49f9,83.38454
0x5c65,79.880615
0xb515,78.74391
0x71b,72.757225
0x4d9b,84.02805
0xa906,88.63253
0x8f3f,72.46072
0x46e1,34.341076
0xba77,79.63245
0x40a9,83.23219
0x3ebc,71.33776
0x3440,65.8205
0xb69c,67.57687
0x7915,74.45959
0x86ea,68.514
0x90d5,76.48908
0x9875,84.22817
0x6023,86.292336
0x62b9,63.126278
0x951a,28.423822
0x2ae6,73.07528
0x5805,72.9137
0x5309,90.809555
0x4cdf,83.13841
0x18d3,39.29102
0x79c4,83.7426
0x367d,43.058697
0x3423,75.43123
0x373f,79.00256
0x74d6,77.631195
0x4071,86.45807
0x89cb,27.141047
0x35a3,78.49113
0x16a9,82.85122
0x295f,71.1051
0x62a9,71.052086
0x8f11,74.20772
0x513c,84.307396
0x191e,84.6216
0x58f9,76.414925
0xbf4d,72.47691
0xb19d,70.089035
0xf0d,86.63356
0x54cb,86.745
0x4b8b,80.82303
0xa6d9,82.56963
0x5fdf,84.5502
0xb29c,85.85768
0xb022,82.34256
0x5004,66.71079
0x6ddd,81.70369
0x825e,89.79861
0x6858,79.063416
0xc8f9,77.760605
0x25c3,83.990456
0x7de1,76.52194
0x2d5c,60.777668
0xaa76,72.58648
0x5c5c,73.0606
0x1aa0,71.96757
0x4508,77.77026
0x3aa9,66.940254
0x7e11,65.52432
0x4756,74.222145
0x914b,68.77622
0x6a89,68.836395
0x5d8b,78.195366
0x509c,77.9969
0xb723,81.36014
0x86db,73.76318
0x7e6c,81.69975
0x7595,82.715225
0x6b82,78.283394
0xa213,66.56612
0x99a1,70.7977
0x649d,80.23665
0x3e7f,89.78414
0x6d9b,72.672585
0xc780,70.87448
0x53b0,25.77908
0x76c9,82.16658
0x36fd,79.38035
0x64c,87.160545
0x7047,79.22462
0xa119,81.97182
0xb7f,83.507065
0x6cba,68.1561
0x4f73,75.60321
0x3b9c,74.91576
0xc5d,73.42916
0x4725,74.861534
0x64b3,77.00269
0x863b,38.893257
0x5a48,77.42422
0x7061,86.86566
0xb8f7,82.651695
0xabfe,71.41362
0xc4fe,85.31115
0xb244,58.932697
0x2736,72.87715
0xa615,81.1639
0xaef9,88.7929
0x59d7,70.33881
0x3cac,81.86312
0x89d9,81.16567
0x5f28,81.52092
0xa1a5,79.13858
0x50f8,71.803024
0x6dc7,84.539
0x1c59,90.58775
0xb24e,72.10926
0x6674,81.16856
0xb2d1,66.40345
0x9e71,78.6604
0x8f38,68.72191
0x96e1,88.33116
0xb979,76.18442
0xb3ee,79.89155
0x68b0,61.017136
0x814,77.86533
0xafbf,77.24909
0x2f8a,70.93851
0x14cd,81.448814
0x72f5,73.31967
0x62ed,38.684586
0x5179,78.989235
0x25ec,79.23208
0x3a69,77.01892
0x2f16,77.44649
0x3af3,83.7209
0x6e48,77.55716
0xb133,70.05972
0xc303,76.79665
0xb0e8,64.0539
0x6800,84.923294
0xa1a1,78.774956
0xc53,82.55954
0x349d,79.049965
0x8daa,67.40985
0x19ca,77.84148
0x3770,78.56082
0x38a2,77.79522
0x29ac,67.00421
0x1dfc,39.563786
0x7ee3,74.04431
0xb98,66.217575
0x67e4,74.59445
0x6a17,75.20556
0x8361,64.14258
0xc86a,71.16252
0xb306,73.93342
0xabbd,82.52474
0x5e14,80.6263
0x33cf,82.56416
0xc8e9,72.90429
0xef4,72.00213
0x6d7c,84.46259
0xc2bd,85.438675
0x69cd,74.95489
0x918a,77.74165
0xb0fd,75.65365
0xa7c4,59.533062
0x1ac2,76.677925
0xc4a8,83.13833
0x7aeb,82.243835
0x96f0,37.453636
0x9dfa,83.59599
0x7f6c,75.15265
0x8e79,78.15401
0x1dff,74.180115
0x7ccd,67.36126
0x4831,91.48578
0x63ad,80.292725
0x1d26,68.34961
0xb3e6,53.8154
0x94d3,72.23117
0x529a,77.31426
0xa8d5,70.242134
0x11f5,70.913574
0x4f78,85.13494
0x78e7,78.60168
0x4b14,77.29961
0x6c4d,69.90722
0x9945,73.20424
0x2023,68.24924
0xaab1,64.37596
0x9f9e,29.915806
0x1729,76.502556
0x4dd8,73.73886
0x649,68.06134
0x9578,80.646805
0xbf9e,47.486668
0x9ded,72.887634
0x54c5,84.67455
0xc8f8,78.317696
0x356d,73.48189
0x6aa7,77.22728
0x8b8,77.76338
0x9b50,70.2934
0x9bbe,65.17176
0x5fe1,83.51931
0x61a6,82.56258
0x9064,78.76973
0x49d8,72.63422
0xb5d9,43.80311
0x2b2d,75.05728
0x8b6c,82.84337
0x916f,89.35112
0x5e39,77.81542
0x8c97,82.35386
0x8042,82.53621
0x64d9,74.243095
0x10f1,66.42977
0x4171,74.19544
0xb3ba,79.09145
0x2de1,79.90866
0xa718,82.84003
0x4b24,79.363785
0x63ff,91.29194
0xa772,36.666214
0xac90,83.410324
0x872c,82.98618
0x5a8f,79.87927
0x286c,74.21142
0x5a02,73.56179
0x5625,71.87421
0x1bd1,76.818405
0x20b8,82.26016
0x5c2d,76.854805
0xbdf0,69.78989
0x5192,72.29668
0x7a11,77.97818
0xc160,70.08348
0x19bc,34.325127
0x2bce,26.795778
0x52ed,75.19133
0x3aef,76.6543
0x20cd,68.006615
0x5534,39.23882
0xbdd2,81.14787
0x2316,71.617546
0x7d29,71.17799
0x6722,73.12763
0x61bb,46.18997
0x7234,64.753044
0x28de,88.67111
0x9e5e,76.5318
0x8608,66.0769
0x9b59,72.49461
0x94d4,84.93943
0xe29,87.46695
0xaf5a,73.57365
0xa169,84.74006
0x50b2,70.345474
0x2a9e,77.2395
0x14b1,28.38795
0x4f2d,81.164856
0xbde1,51.74971
0x4495,77.123566
0x53f6,79.40398
0x68f8,75.79646
0xb4d5,70.95036
0x7827,80.320755
0xa27e,80.51665
0x25a2,66.324615
0xab1e,83.95069
0xaeba,72.838135
0x7926,83.57543
0xa382,82.050385
0x118d,76.005516
0x1a29,82.268394
0x2526,73.17339
0x2ea1,81.80867
0x2d49,85.11536
0x85fa,77.75293
0x22ab,79.00583
0xcd8,82.91057
0xb521,59.826454
0x3e3b,82.747215
0xbb8,80.17728
0x12ff,32.751335
0xaca1,83.44462
0x1683,80.04318
0x4f08,74.60103
0x5599,75.03313
0xc230,83.93335
0x7006,74.14134
0xa3f2,91.7279
0x416c,67.03287
0xa19,72.03424
0x6516,76.83525
0xafa5,44.56851
0x18e2,83.63257
0x5432,78.61517
0x3c39,78.80624
0xb99d,64.238335
0x4812,40.282524
0x3443,67.32229
0x94d2,79.580246
0x581d,73.404785
0xc788,81.36428
0x6443,77.54121
0xc68c,72.42982
0xc069,83.300964
0x678a,65.223076
0x82f5,79.172325
0x3ebe,35.175217
0xafdb,77.07372
0xa10b,85.062836
0x29f2,38.251907
0x5206,71.7523
0x598b,65.78762
0x55a4,86.346825
0x6d0d,78.41574
0x120c,74.69854
0x35f2,80.84808
0x6ce2,72.27332
0xa441,73.73911
0x72aa,71.09637
0xa15c,82.97808
0x14ee,30.720886
0x96dc,90.771965
0xb68d,78.53016
0x9bfc,81.91245
0xa4f0,79.50005
0x8832,80.91383
0x46f0,76.371346
0x8a5a,76.829865
0x241e,74.40432
0xae34,69.752335
0xa9ee,71.35677
0x7ee0,79.31265
0x1f82,78.497055
0x741a,80.869965
0x8688,78.92186
0x9756,76.06158
0x6665,41.02842
0x7751,34.2981
0x3815,69.47835
0x275c,39.706444
0x4963,73.270935
0xa14,65.50833
0x6fd4,80.72448
0x9c64,90.98751
0x13e3,76.930405
0x8a13,79.70432
0x16c1,82.98474
0x1fff,74.68715
0xa2e7,71.40681
0x45c8,76.547966
0xbd8f,73.25364
0x2214,85.25842
0x5a34,67.0908
0x30f3,33.86368
0x7e68,79.84749
0x6715,82.54775
0x4776,81.60361
0x2608,79.54161
0x9b78,77.14235
0x43b9,79.123535
0x3582,84.103806
0x512e,74.63987
0x35f5,73.72368
0x10c8,78.50066
0x1bfa,81.81339
0xa01,72.24847
0x9152,75.65599
0x69e7,64.48326
0x83e8,72.36048
0x6db9,78.33086
0x3d44,77.53309
0x6d07,66.91567
0x806d,82.1645
0x5241,79.610016
0x1a77,90.8832
0x7021,73.6706
0xa1ee,65.269295
0x9382,53.280193
0xaed,89.41556
0x2deb,82.31536
0x29a3,71.00324
0x9f5f,61.67764
0x6e41,83.002174
0x28c0,77.518616
0x15b3,71.65697
0x3486,78.95142
0x5682,63.88409
0x5a85,52.542374
0x7b8f,73.565285
0xab00,27.9889
0x95b4,68.88744
0x88b9,64.21822
0x2e9e,87.51121
0x332b,67.83598
0x8caa,83.50524
0x4bb7,70.859375
0x6eb1,79.01422
0x53b1,78.53904
0x8567,76.92395
0xc11e,83.355255
0xaa7b,77.92406
0xbc9b,84.13025
0x3b6b,83.993
0xc0ef,64.65641
0xb4b6,76.65596
0x90e1,68.28176
0x2008,71.9356
0xc2ec,79.46976
0x37b7,71.92061
0x155e,75.501015
0x53e7,78.88024
0x7034,30.048807
0x92b0,73.44834
0x45f6,75.09909
0x3e30,79.83457
0x74a5,77.882965
0xa9b5,76.19524
0x10c9,84.70958
0x27ae,73.83378
0x8023,76.49169
0xb318,82.695145
0x6148,91.12105
0x7ae4,64.452255
0x828b,73.39054
0x12a5,72.39955
0x9dd2,81.23529
0x2471,75.55718
0x3517,67.74304
0x87e5,77.526375
0xa003,80.773476
0x5006,80.98502
0xc8bd,73.968124
0x7978,81.1024
0xacba,70.78745
0x41ea,39.517372
0x191c,77.719696
0x3169,86.77739
0x8c56,84.94471
0x97cc,72.98422
0x2f71,83.89146
0x2524,78.82802
0xa38c,75.12462
0x4c0d,71.65816
0x789e,76.82192
0x5d2c,64.94152
0x48e3,82.36597
0x47b2,82.79704
0x838d,70.282524
0x8856,80.12936
0xe57,32.71904
0x9ff4,85.06561
0x7939,28.405102
0x1cfb,78.98384
0x2c33,67.861244
0x9d13,72.03085
0x35a1,74.37726
0x9f40,46.54668
0x66e3,68.14873
0x58d8,75.06788
0x1a72,67.72326
0x512b,79.21669
0x1929,72.37826
0x15fa,36.49671
0x81dc,77.3618
0x4b7e,31.655619
0x9b85,79.020996
0x6a78,81.15826
0xa41,89.38752
0x16ac,76.238525
0x8966,78.77515
0x1fbc,76.7021
0x6334,51.294216
0x8b52,82.78442
0x405a,75.73033
0x1ef6,28.578577
0x4bcc,84.758286
0x3228,37.421406
0x5725,79.14739
0x8a14,83.805374
0x1ba7,47.68893
0x706f,74.398094
0xc058,67.17806
0xb5f4,80.9524
0x967d,90.80982
0x4648,76.28015
0x833a,68.78755
0x64db,76.49373
0x37d1,80.27598
0xbc83,77.082756
0x33f1,81.837616
0x8e6c,82.150764
0xd89,84.580574
0x1258,48.867706
0x4852,81.9543
0x20c3,90.33329
0x907d,76.89583
0x6055,77.74589
0x67d4,76.60666
0x4384,73.27286
0x3c87,78.53948
0x4628,74.824265
0xadf5,77.14513
0x62ae,73.85149
0xb4ce,69.843735
0x9913,76.567215
0x1c51,75.344475
0x242f,76.78604
0x228a,74.720085
0x166f,80.39374
0x3765,85.49143
0x8d24,78.09322
0x95db,72.011986
0x843,77.43909
0x94c8,40.68242
0xb097,76.12445
0x92ed,90.556366
0x6d45,78.644104
0x69d3,79.20071
0xb84e,76.54867
0x8a34,72.15912
0x41e9,72.55078
0xaa4a,65.65612
0x68be,76.54133
0xaca2,75.209625
0xb951,74.81477
0x1f72,65.37655
0x90c6,81.95132
0x2f0e,68.03736
0x4a4f,86.93439
0x4ea1,85.95265
0xc464,76.50532
0xb1f9,65.03373
0x5de1,83.25701
0xba6,42.192234
0xc01,85.3757
0xc115,78.012505
0x8ec7,82.25815
0xa6ad,81.6897
0xbc1c,64.44761
0x3236,84.72861
0x5ca4,45.833908
0x6c30,80.04663
0x75ad,65.12613
0x1ee2,77.9733
0x471f,89.141014
0x99bb,71.09771
0x1f11,77.55242
0x714f,69.91174
0x6df8,37.530457
0x18b8,72.91943
0x3aa6,84.56365
0x58d6,80.04652
0x3c6a,82.69958
0x4d51,75.74966
0xa051,74.35349
0x31fa,82.425316
0x74a6,85.22536
0x7230,61.901012
0x6758,68.40037
0xc504,63.95877
0xaf1c,29.480446
0xaf2e,75.16665
0x4b15,41.928936
0x7d5d,85.57321
0x2bca,73.54869
0x88eb,75.74997
0xc551,74.22902
0x861,83.74182
0x10a8,82.84063
0x30e3,33.75095
0x39ee,80.91909
0xc3dc,90.381645
0x758e,78.576385
0x2ef6,90.60586
0x4614,69.12102
0x182a,77.00294
0x1fe1,83.45852
0x5bfd,70.02193
0xe21,93.737335
0x50b4,75.59972
0x3955,35.838226
0xb7c7,82.72176
0x326b,67.570076
0x10d6,73.291626
0x7729,82.59102
0x13e7,74.453384
0x3931,83.755
0x7124,80.61988
0x217f,75.40934
0x2558,64.95349
0xa365,82.35577
0x2be6,33.59312
0xb48e,84.37583
0xa358,83.81323
0xc415,69.451805
0xc577,82.87862
0x4e68,80.38533
0x8fa2,82.57423
0x77cf,71.029915
0x6967,78.37918
0x7961,78.33914
0x46fc,72.908165
0x7029,57.888897
0x698d,44.867386
0x607d,81.0296
0x8ffd,73.39121
0x985a,79.31795
0x2c0a,74.91981
0x27e4,67.997
0x9ee2,75.01171
0xad5d,79.76325
0x8309,78.99309
0xa2eb,63.462852
0x1043,71.28746
0xba13,89.72359
0x9046,79.23562
0xb41a,81.136925
0x2d1b,91.08329
0x87a2,73.51945
0xa00,64.99816
0x17d0,81.292694
0x6c56,73.94048
0x181e,94.17745
0xb2f4,79.185555
0x415a,77.42464
0xa572,68.1966
0x2486,83.162994
0xc84d,73.63187
0x8de,65.50174
0x8801,67.04193
0x8c6f,69.171104
0x9b35,78.08641
0xa39a,77.87488
0x6672,77.106125
0x9049,80.435135
0xc092,64.82797
0x3488,84.40761
0xa7e7,72.91665
0x81cc,71.73407
0x9c2,82.104515
0x40a1,78.67008
0x5089,76.26269
0x7636,76.01663
0x17b3,75.26854
0x70ed,67.94304
0x16ad,57.90841
0x99c0,76.16166
0x3aa0,71.49996
0x8078,78.624985
0xc6fe,81.121445
0xc4b8,29.897264
0x6016,71.1818
0x8980,91.29569
0x1746,76.41343
0xadd8,68.35205
0x7ac2,84.51507
0x1624,83.36234
0x33a0,72.214516
0x6cdc,81.92119
0x3d89,84.09259
0x7af4,83.87772
0x349a,76.45348
0x4181,73.38605
0x971e,33.980545
0x3301,69.04697
0x2392,66.720055
0x4894,74.40213
0xaffa,68.943054
0x229f,73.89461
0x46f2,75.19243
0x9dd1,84.422455
0x5ee7,79.27797
0xa8b0,83.394585
0x489f,61.651108
0x20c1,80.902214
0x5ec6,74.90436
0x1944,71.12592
0x8831,71.56836
0x7ac3,76.94378
0x3b82,73.02617
0x5cbf,77.66716
0xb35a,75.75922
0xbed5,69.69947
0x57c7,71.94999
0x6189,79.66944
0x5594,83.19184
0x3012,70.97328
0x7c8f,78.33266
0xbd24,77.3864
0x13d4,75.72439
0x7946,82.63928
0x3a89,74.77592
0x70fb,79.507614
0xb66d,37.60859
0x3087,83.18859
0x8137,71.10977
0x1d66,77.47902
0x87ca,78.77465
0x550a,71.57948
0x4e7b,75.21375
0x41af,78.23164
0x42f0,95.79747
0xbbac,72.65442
0x224f,82.900116
0x85f5,74.188835
0x1a6e,83.232506
0x642e,68.8633
0xbcc3,75.173805
0x392e,69.457855
0xa668,84.7906
0xbe1e,63.331543
0xc897,76.90074
0xb650,82.410416
0x2d68,80.739204
0x6622,81.31531
0x9f79,73.97087
0x621f,73.17133
